205.996,150.985,221.004,201.015
204.168,149.521,219.508,200.655
203.067,148.506,218.491,199.920
202.632,147.887,217.900,198.781
202.632,147.887,217.900,198.781
201.091,148.893,216.275,199.507
200.605,148.267,215.613,198.296
197.232,149.735,212.400,200.294
195.181,145.534,211.680,200.532
193.835,146.790,209.980,200.607
192.080,145.001,208.134,198.513
191.206,143.756,207.334,197.517
189.245,142.154,205.310,195.706
187.420,143.039,203.461,196.511
185.517,140.910,201.643,194.662
184.496,142.283,200.804,196.644
183.336,140.443,200.028,196.084
183.988,140.094,201.138,197.259
179.839,138.423,197.485,197.243
180.971,137.112,198.397,195.198
180.568,138.442,196.913,192.923
178.838,137.310,194.868,190.741
177.880,136.409,193.958,190.001
177.880,136.409,193.958,190.001
176.012,137.305,192.042,190.737
176.012,137.305,192.042,190.737
176.012,137.305,192.042,190.737
174.843,132.713,191.192,187.210
174.843,132.713,191.192,187.210
172.143,131.184,189.585,189.324
169.148,130.053,185.345,184.045
169.165,128.214,186.607,186.354
168.758,129.037,185.234,183.958
168.239,129.365,184.341,183.037
165.803,128.995,182.268,183.876
165.803,128.995,182.268,183.876
164.981,128.373,181.349,182.933
165.799,128.991,182.263,183.872
163.273,125.229,180.721,183.389
166.157,127.093,182.342,181.045
164.933,125.455,181.301,180.015
164.466,125.809,180.479,179.186
162.457,123.608,178.549,177.249
162.457,123.608,178.549,177.249
162.457,123.608,178.549,177.249
161.648,123.001,177.653,176.352
161.992,122.536,178.348,177.057
158.871,120.392,176.553,179.331
158.871,117.461,176.553,176.400
157.879,119.903,174.977,176.897
154.917,119.897,172.019,176.902
153.438,117.977,170.788,175.811
151.941,116.922,169.042,173.928
150.040,114.481,167.734,173.460
150.040,114.481,167.734,173.460
150.040,114.481,167.734,173.460
148.141,116.041,165.331,173.340
146.011,116.917,163.109,173.911
145.985,116.481,163.279,174.125
144.537,115.353,161.635,172.347
141.177,114.412,158.871,173.392
136.882,113.323,154.366,171.604
136.882,113.323,154.366,171.604
136.676,114.350,153.116,169.151
135.293,113.153,151.601,167.514
133.922,114.789,150.103,168.726
132.532,113.472,148.653,167.209
133.281,114.326,149.310,167.758
130.271,110.893,146.668,165.550
127.593,111.437,143.635,164.909
124.699,108.068,141.104,162.751
126.116,109.715,142.345,163.812
124.741,108.584,140.782,162.056
123.323,106.931,139.544,161.002
122.380,105.308,139.173,161.285
120.536,106.928,136.758,160.999
118.424,104.940,134.562,158.731
118.455,104.442,134.954,159.439
116.587,106.709,131.754,157.268
116.725,104.034,131.914,154.663
114.070,103.465,129.596,155.218
112.766,102.429,128.126,153.629
112.123,101.652,127.565,153.126
108.273,102.665,123.883,154.699
106.925,101.638,122.368,153.114
105.534,103.183,120.814,154.117
104.928,102.406,120.288,153.607
102.321,102.400,117.685,153.614
101.140,100.850,116.666,152.603
100.656,101.601,114.971,149.318
98.548,98.254,114.077,150.015
98.210,98.660,113.406,149.314
95.021,97.900,110.302,148.834
92.797,97.426,108.420,149.503
92.797,97.426,108.420,149.503
92.358,97.830,107.650,148.804
89.212,97.074,104.588,148.328
86.609,97.074,101.985,148.328
85.006,95.951,100.214,146.645
83.998,94.465,99.370,145.706
82.699,96.397,97.002,144.073
81.035,96.937,95.071,143.723
81.035,96.937,95.071,143.723
78.840,97.128,93.122,144.736
78.840,97.128,93.122,144.736
76.438,97.499,90.498,144.365
74.656,95.905,88.875,143.302
72.203,92.179,87.837,144.293
70.495,91.043,85.967,142.617
67.908,91.049,83.377,142.610
69.559,93.337,83.775,140.724
68.037,93.523,82.229,140.829
66.393,93.143,80.868,141.395
65.989,92.437,80.536,140.928
63.177,91.744,77.790,140.454
63.150,92.841,76.408,137.035
59.065,90.676,73.541,138.927
57.003,88.981,71.370,136.873
57.959,88.590,72.645,137.545
56.973,88.923,71.348,136.841
