205.996,150.985,221.004,201.015
204.168,149.521,219.508,200.655
203.067,148.506,218.491,199.920
202.632,147.887,217.900,198.781
202.632,147.887,217.900,198.781
201.091,148.893,216.275,199.507
200.605,148.267,215.613,198.296
197.232,149.735,212.400,200.294
195.181,145.534,211.680,200.532
193.835,146.790,209.980,200.607
192.080,145.001,208.134,198.513
191.206,143.756,207.334,197.517
189.245,142.154,205.310,195.706
187.420,143.039,203.461,196.511
185.517,140.910,201.643,194.662
184.496,142.283,200.804,196.644
183.336,140.443,200.028,196.084
183.988,140.094,201.138,197.259
181.972,138.107,199.302,195.873
180.971,137.112,198.397,195.198
180.568,138.442,196.913,192.923
178.838,137.310,194.868,190.741
177.880,136.409,193.958,190.001
177.880,136.409,193.958,190.001
176.907,135.447,193.072,189.331
175.940,137.275,192.189,191.438
175.940,137.275,192.189,191.438
175.403,138.114,190.811,189.473
173.662,136.776,188.890,187.535
170.963,134.073,186.195,184.845
169.938,132.651,185.345,184.008
170.043,130.810,186.788,186.627
169.349,130.676,185.698,185.173
168.417,129.736,184.856,184.534
167.491,128.808,184.016,183.891
167.354,130.685,182.486,181.124
167.354,130.685,182.486,181.124
167.415,128.728,183.950,183.845
166.276,129.224,181.576,180.223
166.276,129.224,181.576,180.223
165.448,125.896,180.664,176.615
166.272,126.512,181.571,177.511
164.372,124.391,179.767,175.709
163.559,123.800,178.859,174.799
161.918,120.498,178.454,175.617
160.786,123.626,176.182,174.943
161.629,124.373,177.024,175.690
160.782,123.622,176.177,174.940
159.231,122.574,174.359,173.003
157.327,120.474,172.543,171.192
155.762,121.963,170.809,172.121
154.617,120.459,169.832,171.178
152.678,118.341,167.978,169.340
152.246,118.522,167.303,168.711
151.128,117.159,166.257,167.588
151.128,117.159,166.257,167.588
149.578,118.508,164.634,168.697
146.107,117.637,161.255,168.131
147.099,118.542,162.415,169.596
144.481,119.810,158.843,167.687
141.527,117.531,157.415,170.491
139.200,115.872,154.517,166.926
137.349,114.086,152.586,164.875
138.417,115.018,153.817,166.352
134.710,114.072,149.946,164.861
133.672,114.901,149.560,167.862
133.208,115.007,148.608,166.341
132.462,114.164,147.946,165.778
129.872,114.150,145.364,165.791
127.287,111.568,142.777,163.202
125.824,109.660,141.717,162.634
125.399,109.790,140.805,161.143
124.690,108.969,140.182,160.609
124.869,109.587,140.026,160.108
122.051,108.908,137.547,160.562
120.542,106.992,136.430,159.952
119.554,106.903,134.715,157.437
119.554,106.903,134.715,157.437
116.840,106.270,132.344,157.951
115.282,104.335,131.174,157.309
114.245,103.677,129.747,155.351
112.938,102.639,128.274,153.760
112.294,101.862,127.712,153.255
108.439,102.875,124.026,154.832
107.841,103.468,122.299,151.662
105.729,104.042,119.809,150.973
105.353,103.756,119.608,151.272
103.191,103.991,117.271,150.922
101.774,102.740,115.858,149.686
100.685,101.478,114.769,148.424
98.353,100.829,112.793,148.960
98.145,101.408,112.241,148.394
95.074,100.563,109.302,147.990
93.980,99.080,108.352,146.987
92.900,100.054,107.408,148.412
92.362,99.306,106.945,147.918
89.424,98.577,104.075,147.411
89.171,99.727,102.393,143.801
84.604,96.157,99.255,144.996
84.721,97.479,98.218,142.468
83.127,98.207,96.154,141.632
81.200,98.747,94.263,142.291
81.593,98.107,94.980,142.731
79.283,98.107,92.670,142.731
78.821,97.399,92.272,142.234
76.980,96.820,90.692,142.526
74.188,95.039,87.647,139.903
73.673,95.745,86.712,139.209
72.799,94.330,85.982,138.274
69.684,94.390,82.807,138.134
69.684,94.390,82.807,138.134
68.123,94.264,81.318,138.248
67.292,94.358,80.406,138.072
65.699,93.965,79.046,138.453
64.126,93.493,77.724,138.821
62.602,92.566,76.077,137.482
61.042,91.613,74.389,136.101
58.368,90.943,71.774,135.631
58.368,90.943,71.774,135.631
57.507,91.489,70.534,134.913
