205.000,151.000,222.000,151.000,222.000,201.000,205.000,201.000
203.508,150.588,220.168,150.588,220.168,199.588,203.508,199.588
202.491,149.835,219.067,149.835,219.067,198.590,202.491,198.590
201.894,148.713,218.637,148.713,218.637,197.955,201.894,197.955
201.894,148.713,218.637,148.713,218.637,197.955,201.894,197.955
200.270,149.456,217.096,149.456,217.096,198.945,200.270,198.945
199.612,148.290,216.606,148.290,216.606,198.274,199.612,198.274
196.234,149.773,213.398,149.773,213.398,200.256,196.234,200.256
194.676,147.287,212.184,147.287,212.184,198.780,194.676,198.780
192.978,147.437,210.836,147.437,210.836,199.960,192.978,199.960
191.134,145.364,209.081,145.364,209.081,198.150,191.134,198.150
190.207,143.980,208.334,143.980,208.334,197.293,190.207,197.293
188.305,142.540,206.250,142.540,206.250,195.320,188.305,195.320
186.423,143.253,204.458,143.253,204.458,196.297,186.423,196.297
184.518,141.131,202.643,141.131,202.643,194.441,184.518,194.441
183.497,142.543,201.803,142.543,201.803,196.385,183.497,196.385
182.437,141.073,200.927,141.073,200.927,195.454,182.437,195.454
183.133,140.942,201.993,140.942,201.993,196.411,183.133,196.411
179.280,140.238,198.045,140.238,198.045,195.429,179.280,195.429
180.395,138.835,198.973,138.835,198.973,193.475,180.395,193.475
179.638,138.909,197.844,138.909,197.844,192.455,179.638,192.455
177.841,137.520,195.865,137.520,195.865,190.531,177.841,190.531
176.952,136.832,194.886,136.832,194.886,189.578,176.952,189.578
176.952,136.832,194.886,136.832,194.886,189.578,176.952,189.578
175.015,137.516,193.039,137.516,193.039,190.526,175.015,190.526
175.015,137.516,193.039,137.516,193.039,190.526,175.015,190.526
175.015,137.516,193.039,137.516,193.039,190.526,175.015,190.526
173.915,133.192,192.119,133.192,192.119,186.732,173.915,186.732
173.915,133.192,192.119,133.192,192.119,186.732,173.915,186.732
171.580,132.949,190.148,132.949,190.148,187.559,171.580,187.559
168.148,130.290,186.345,130.290,186.345,183.808,168.148,183.808
168.606,129.990,187.166,129.990,187.166,184.579,168.606,184.579
167.763,129.340,186.230,129.340,186.230,183.656,167.763,183.656
167.241,129.586,185.339,129.586,185.339,182.816,167.241,182.816
164.806,129.288,183.266,129.288,183.266,183.582,164.806,183.582
164.806,129.288,183.266,129.288,183.266,183.582,164.806,183.582
163.982,128.642,182.349,128.642,182.349,182.664,163.982,182.664
164.801,129.285,183.261,129.285,183.261,183.578,164.801,183.578
162.721,127.027,181.273,127.027,181.273,181.591,162.721,181.591
165.159,127.333,183.340,127.333,183.340,180.806,165.159,180.806
163.936,125.731,182.299,125.731,182.299,179.739,163.936,179.739
163.475,126.034,181.470,126.034,181.470,178.961,163.475,178.961
161.461,123.833,179.546,123.833,179.546,177.025,161.461,177.025
161.461,123.833,179.546,123.833,179.546,177.025,161.461,177.025
161.461,123.833,179.546,123.833,179.546,177.025,161.461,177.025
160.653,123.213,178.648,123.213,178.648,176.140,160.653,176.140
160.993,122.804,179.348,122.804,179.348,176.789,160.993,176.789
158.351,122.329,177.073,122.329,177.073,177.394,158.351,177.394
158.351,119.398,177.073,119.398,177.073,174.463,158.351,174.463
156.974,120.592,175.883,120.592,175.883,176.207,156.974,176.207
154.013,120.592,172.923,120.592,172.923,176.207,154.013,176.207
152.564,118.808,171.662,118.808,171.662,174.979,152.564,174.979
151.038,117.620,169.945,117.620,169.945,173.230,151.038,173.230
149.528,116.444,168.246,116.444,168.246,171.497,149.528,171.497
149.528,116.444,168.246,116.444,168.246,171.497,149.528,171.497
149.528,116.444,168.246,116.444,168.246,171.497,149.528,171.497
147.330,117.026,166.142,117.026,166.142,172.355,147.330,172.355
145.107,117.611,164.013,117.611,164.013,173.217,145.107,173.217
144.990,116.944,164.274,116.944,164.274,173.662,144.990,173.662
143.540,115.775,162.631,115.775,162.631,171.925,143.540,171.925
140.669,116.389,159.379,116.389,159.379,171.416,140.669,171.416
136.363,115.225,154.885,115.225,154.885,169.702,136.363,169.702
136.363,115.225,154.885,115.225,154.885,169.702,136.363,169.702
135.681,114.649,154.111,114.649,154.111,168.853,135.681,168.853
